Accuracy,Precision,Recall,F1,AUROC,Kappa,MCC,Balanced accuracy,algorithm,Evaluation,fold,cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type
0.8041237113402062,0.8554216867469879,0.9102564102564102,0.8819875776397516,0.8053306342780028,0.30947920569501686,0.31471894432655345,0.6393387314439946,kNN,Cross-validation,9,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,clustering
0.7835051546391752,0.8352941176470589,0.9102564102564102,0.8711656441717791,0.5796221322537113,0.2014896119168954,0.20903015164640595,0.5867071524966262,RF,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,clustering
0.7422680412371134,0.8441558441558441,0.8333333333333334,0.8387096774193548,0.5560053981106613,0.19781673833939795,0.1979186527823023,0.6008771929824561,NB,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,clustering
0.8247422680412371,0.8426966292134831,0.9615384615384616,0.8982035928143712,0.6970310391363023,0.2876889848812094,0.32417545932181757,0.6123481781376519,LR,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,clustering
0.7731958762886598,0.8333333333333334,0.8974358974358975,0.8641975308641975,0.611336032388664,0.18237547892720296,0.18708610615054086,0.5802968960863698,kNN,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,clustering
0.8061224489795918,0.8390804597701149,0.9358974358974359,0.8848484848484849,0.6384615384615384,0.2832948421862971,0.3011823728993855,0.617948717948718,RF,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7653061224489796,0.8313253012048193,0.8846153846153846,0.8571428571428571,0.6650641025641025,0.20353356890459362,0.20665480747661644,0.5923076923076923,NB,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8163265306122449,0.8191489361702128,0.9871794871794872,0.8953488372093025,0.6778846153846154,0.19525547445255476,0.27942004078551785,0.5685897435897436,LR,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8061224489795918,0.8105263157894737,0.9871794871794872,0.8901734104046243,0.582051282051282,0.12746016869728216,0.20396430936851756,0.5435897435897437,kNN,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7422680412371134,0.8023255813953488,0.8961038961038961,0.8466257668711655,0.6662337662337662,0.05531749123490459,0.058823711110148565,0.523051948051948,RF,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7628865979381443,0.8,0.935064935064935,0.8622754491017963,0.7097402597402598,0.046173578452330166,0.05482304134858554,0.5175324675324675,NB,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7938144329896907,0.7938144329896907,1.0,0.8850574712643678,0.7279220779220779,0.0,0.0,0.5,LR,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7525773195876289,0.797752808988764,0.922077922077922,0.8554216867469879,0.548051948051948,0.02838063439065097,0.03246972121617045,0.5110389610389611,kNN,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.845360824742268,0.8620689655172413,0.9615384615384616,0.9090909090909091,0.7638326585695007,0.4019728729963008,0.4306506737393153,0.6649797570850202,RF,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7628865979381443,0.8089887640449438,0.9230769230769231,0.8622754491017964,0.6997300944669365,0.0362850971922245,0.040886994869418436,0.51417004048583,NB,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8144329896907216,0.8260869565217391,0.9743589743589743,0.8941176470588235,0.7840755735492576,0.18334892422825066,0.23738488008795558,0.5661268556005398,LR,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7835051546391752,0.8202247191011236,0.9358974358974359,0.874251497005988,0.6680161943319837,0.12008639308855285,0.13531648302021815,0.5468960863697706,kNN,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8247422680412371,0.8426966292134831,0.9615384615384616,0.8982035928143712,0.7385290148448043,0.2876889848812094,0.32417545932181757,0.6123481781376519,RF,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7525773195876289,0.8552631578947368,0.8333333333333334,0.8441558441558442,0.7152496626180836,0.24464633354964316,0.24513244945722382,0.6271929824561404,NB,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7835051546391752,0.8,0.9743589743589743,0.8786127167630058,0.6626180836707153,-0.03875573686894418,-0.07161148740394328,0.48717948717948717,LR,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7319587628865979,0.7888888888888889,0.9102564102564102,0.8452380952380951,0.5091093117408908,-0.1179078014184396,-0.13764399349724254,0.4551282051282051,kNN,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7731958762886598,0.8255813953488372,0.9102564102564102,0.8658536585365854,0.6170715249662617,0.1436597110754414,0.15117617784070878,0.560391363022942,RF,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7422680412371134,0.8441558441558441,0.8333333333333334,0.8387096774193548,0.6234817813765182,0.19781673833939795,0.1979186527823023,0.6008771929824561,NB,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8144329896907216,0.8191489361702128,0.9871794871794872,0.8953488372093025,0.625506072874494,0.13564356435643554,0.21191998335355217,0.546221322537112,LR,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7422680412371134,0.8117647058823529,0.8846153846153846,0.8466257668711656,0.5971659919028341,0.04939239513916116,0.05124085429464426,0.521255060728745,kNN,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7755102040816326,0.8111111111111111,0.9358974358974359,0.8690476190476191,0.6907051282051282,0.11056105610561073,0.12643760214614652,0.5429487179487179,RF,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.6836734693877551,0.8133333333333334,0.782051282051282,0.7973856209150326,0.5875,0.07771706132361877,0.07802847530234186,0.541025641025641,NB,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7857142857142857,0.8,0.9743589743589743,0.8786127167630058,0.578525641025641,0.0356138706654171,0.05699002761767402,0.5121794871794871,LR,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7653061224489796,0.8021978021978022,0.9358974358974359,0.8639053254437871,0.5823717948717949,0.047337278106509006,0.05617667256463242,0.517948717948718,kNN,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7835051546391752,0.8043478260869565,0.961038961038961,0.8757396449704141,0.639935064935065,0.08449438202247195,0.11168338728261301,0.5305194805194805,RF,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7422680412371134,0.825,0.8571428571428571,0.8407643312101911,0.740909090909091,0.1663801993812306,0.1672189728288916,0.5785714285714285,NB,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7938144329896907,0.8064516129032258,0.974025974025974,0.8823529411764705,0.7727272727272727,0.10516605166051651,0.15061666287961648,0.537012987012987,LR,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7628865979381443,0.8068181818181818,0.922077922077922,0.8606060606060606,0.5996753246753246,0.09050142682429674,0.10050786033039219,0.536038961038961,kNN,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8350515463917526,0.8444444444444444,0.9743589743589743,0.9047619047619048,0.6116734143049933,0.3120567375886526,0.36429087000773963,0.6187584345479082,RF,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8041237113402062,0.8470588235294118,0.9230769230769231,0.8834355828220859,0.7780026990553307,0.2775382203057625,0.2879248003222868,0.6194331983805668,NB,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8247422680412371,0.8210526315789474,1.0,0.9017341040462429,0.7786774628879892,0.15910249872514037,0.2939840009214514,0.5526315789473684,LR,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7319587628865979,0.8023255813953488,0.8846153846153846,0.8414634146341462,0.4018218623481781,-0.012038523274478186,-0.012668394791120847,0.4949392712550607,kNN,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8041237113402062,0.8241758241758241,0.9615384615384616,0.8875739644970415,0.7230094466936573,0.16112881201638607,0.1967672623150888,0.5597165991902834,RF,Cross-validation,9,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7731958762886598,0.8333333333333334,0.8974358974358975,0.8641975308641975,0.7233468286099864,0.18237547892720296,0.18708610615054086,0.5802968960863698,NB,Cross-validation,9,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8144329896907216,0.8333333333333334,0.9615384615384616,0.8928571428571429,0.8232118758434547,0.22606382978723416,0.2639038973067432,0.5860323886639676,LR,Cross-validation,9,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8144329896907216,0.8409090909090909,0.9487179487179487,0.891566265060241,0.6076248313090419,0.2645324347093513,0.28982974548810964,0.6059379217273954,kNN,Cross-validation,9,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8144329896907216,0.8409090909090909,0.9487179487179487,0.891566265060241,0.669365721997301,0.2645324347093513,0.28982974548810964,0.6059379217273954,RF,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7525773195876289,0.8552631578947368,0.8333333333333334,0.8441558441558442,0.5695006747638327,0.24464633354964316,0.24513244945722382,0.6271929824561404,NB,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8144329896907216,0.8191489361702128,0.9871794871794872,0.8953488372093025,0.5998650472334683,0.13564356435643554,0.21191998335355217,0.546221322537112,LR,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.7731958762886598,0.8181818181818182,0.9230769230769231,0.8674698795180724,0.5607287449392713,0.10109519797809596,0.11076296005915018,0.5404858299595142,kNN,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,cnv,dup,supervised
0.8041237113402062,0.8452380952380952,0.922077922077922,0.8819875776397517,0.7613636363636364,0.3125699365908242,0.3231040065351344,0.636038961038961,RF,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8144329896907216,0.8172043010752689,0.987012987012987,0.8941176470588236,0.7298701298701298,0.19464944649446492,0.2787729462070095,0.5685064935064935,NB,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.7835051546391752,0.868421052631579,0.8571428571428571,0.8627450980392157,0.7649350649350649,0.35065349059611095,0.3508212450919654,0.6785714285714286,LR,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8041237113402062,0.8452380952380952,0.922077922077922,0.8819875776397517,0.7172077922077922,0.3125699365908242,0.3231040065351344,0.636038961038961,kNN,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8144329896907216,0.8658536585365854,0.9102564102564102,0.8875000000000001,0.8012820512820513,0.35997067448680353,0.3636677876710577,0.6656545209176787,RF,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8350515463917526,0.8297872340425532,1.0,0.9069767441860465,0.8468286099865047,0.23168316831683156,0.3619655190126365,0.5789473684210527,NB,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.865979381443299,0.891566265060241,0.9487179487179487,0.9192546583850931,0.8414304993252362,0.5275384038965905,0.5364700649053115,0.7375168690958165,LR,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8350515463917526,0.8875,0.9102564102564102,0.8987341772151898,0.8070175438596491,0.4546732255797611,0.4557332595303799,0.7182860998650472,kNN,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.845360824742268,0.8620689655172413,0.9615384615384616,0.9090909090909091,0.7979082321187585,0.4019728729963008,0.4306506737393153,0.6649797570850202,RF,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8041237113402062,0.8105263157894737,0.9871794871794872,0.8901734104046243,0.7189608636977058,0.060173380928097986,0.11118625675875404,0.5199055330634278,NB,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8041237113402062,0.8241758241758241,0.9615384615384616,0.8875739644970415,0.7591093117408907,0.16112881201638607,0.1967672623150888,0.5597165991902834,LR,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8865979381443299,0.8941176470588236,0.9743589743589743,0.9325153374233129,0.7486504723346828,0.5817326538612309,0.6035033950258102,0.7503373819163293,kNN,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8541666666666666,0.8620689655172413,0.974025974025974,0.9146341463414633,0.7621326042378674,0.42710997442455245,0.4680957324713587,0.6712235133287765,RF,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8020833333333334,0.8020833333333334,1.0,0.8901734104046243,0.7265892002734107,0.0,0.0,0.5,NB,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.84375,0.8522727272727273,0.974025974025974,0.9090909090909091,0.7963089542036911,0.37062937062937074,0.41778934895253056,0.6449077238550922,LR,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.84375,0.8522727272727273,0.974025974025974,0.9090909090909091,0.6948051948051948,0.37062937062937074,0.41778934895253056,0.6449077238550922,kNN,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8229166666666666,0.8409090909090909,0.961038961038961,0.896969696969697,0.8174982911825016,0.2867132867132868,0.32319553409535384,0.6120984278879016,RF,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8229166666666666,0.8191489361702128,1.0,0.9005847953216375,0.7689678742310321,0.15876288659793825,0.2936429869882658,0.5526315789473684,NB,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8229166666666666,0.875,0.9090909090909091,0.8917197452229298,0.8421052631578947,0.40697674418604657,0.4092237955355674,0.6913875598086124,LR,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8645833333333334,0.8636363636363636,0.987012987012987,0.9212121212121213,0.735475051264525,0.4545454545454546,0.5123831638097073,0.6777170198222829,kNN,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8144329896907216,0.8390804597701149,0.948051948051948,0.8902439024390243,0.8074675324675326,0.3043824701195219,0.3300223680260506,0.624025974025974,RF,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8247422680412371,0.8191489361702128,1.0,0.9005847953216375,0.7142857142857143,0.21885362387494067,0.3505315113160754,0.575,NB,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.7628865979381443,0.8292682926829268,0.8831168831168831,0.8553459119496856,0.7331168831168832,0.20178890876565292,0.20489727951738856,0.5915584415584415,LR,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8144329896907216,0.8470588235294118,0.935064935064935,0.888888888888889,0.713961038961039,0.33460365853658547,0.350270912649817,0.6425324675324675,kNN,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.845360824742268,0.8620689655172413,0.9615384615384616,0.9090909090909091,0.7192982456140351,0.4019728729963008,0.4306506737393153,0.6649797570850202,RF,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8350515463917526,0.8297872340425532,1.0,0.9069767441860465,0.7550607287449392,0.23168316831683156,0.3619655190126365,0.5789473684210527,NB,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8247422680412371,0.8505747126436781,0.9487179487179487,0.896969696969697,0.7118758434547909,0.3222359227291409,0.34522507997098484,0.6322537112010795,LR,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8762886597938144,0.8837209302325582,0.9743589743589743,0.9268292682926831,0.6612685560053981,0.5329052969502408,0.5607876094202828,0.7240215924426451,kNN,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8144329896907216,0.8409090909090909,0.9487179487179487,0.891566265060241,0.8353576248313092,0.2645324347093513,0.28982974548810964,0.6059379217273954,RF,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8041237113402062,0.8041237113402062,1.0,0.8914285714285715,0.7658569500674763,0.0,0.0,0.5,NB,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8144329896907216,0.8333333333333334,0.9615384615384616,0.8928571428571429,0.8380566801619432,0.22606382978723416,0.2639038973067432,0.5860323886639676,LR,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.7525773195876289,0.813953488372093,0.8974358974358975,0.8536585365853658,0.6919703103913629,0.0658105939004816,0.06925389152479397,0.5276653171390013,kNN,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.84375,0.8974358974358975,0.9090909090909091,0.9032258064516129,0.8820915926179085,0.497907949790795,0.49818711954961553,0.7440191387559809,RF,Cross-validation,9,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.7708333333333334,0.8021978021978022,0.948051948051948,0.8690476190476191,0.7689678742310321,0.0009460737937559971,0.0012256659991020742,0.5003417634996582,NB,Cross-validation,9,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8854166666666666,0.9024390243902439,0.961038961038961,0.9308176100628931,0.898838004101162,0.5993930197268589,0.609584596285949,0.7699931647300069,LR,Cross-validation,9,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8541666666666666,0.8795180722891566,0.948051948051948,0.9125,0.8485987696514011,0.4786656322730799,0.49108003557175245,0.7108680792891319,kNN,Cross-validation,9,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.84375,0.8522727272727273,0.974025974025974,0.9090909090909091,0.765892002734108,0.37062937062937074,0.41778934895253056,0.6449077238550922,RF,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8333333333333334,0.8279569892473119,1.0,0.9058823529411765,0.7477785372522214,0.23123123123123124,0.36156610866311306,0.5789473684210527,NB,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.875,0.8735632183908046,0.987012987012987,0.9268292682926829,0.8065618591934383,0.5089514066496164,0.5577907231245532,0.7040328092959671,LR,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.875,0.8823529411764706,0.974025974025974,0.9259259259259258,0.7460697197539302,0.5320877335499594,0.5600326297615107,0.7238550922761449,kNN,Cross-validation,10,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,quantile
0.8041237113402062,0.8295454545454546,0.948051948051948,0.8848484848484849,0.7529220779220781,0.24867509172441904,0.27617024685378033,0.599025974025974,RF,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8144329896907216,0.8172043010752689,0.987012987012987,0.8941176470588236,0.7675324675324675,0.19464944649446492,0.2787729462070095,0.5685064935064935,NB,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8041237113402062,0.8452380952380952,0.922077922077922,0.8819875776397517,0.7694805194805195,0.3125699365908242,0.3231040065351344,0.636038961038961,LR,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.7835051546391752,0.8414634146341463,0.8961038961038961,0.8679245283018868,0.714935064935065,0.27119856887298754,0.2753761309825896,0.6230519480519481,kNN,Cross-validation,1,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8556701030927835,0.8555555555555555,0.9871794871794872,0.9166666666666666,0.8640350877192983,0.39804964539007104,0.4646778427087361,0.6514844804318489,RF,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8350515463917526,0.8297872340425532,1.0,0.9069767441860465,0.8454790823211876,0.23168316831683156,0.3619655190126365,0.5789473684210527,NB,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8247422680412371,0.8426966292134831,0.9615384615384616,0.8982035928143712,0.8529014844804318,0.2876889848812094,0.32417545932181757,0.6123481781376519,LR,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8144329896907216,0.8658536585365854,0.9102564102564102,0.8875000000000001,0.8137651821862348,0.35997067448680353,0.3636677876710577,0.6656545209176787,kNN,Cross-validation,2,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8247422680412371,0.8426966292134831,0.9615384615384616,0.8982035928143712,0.7776653171390014,0.2876889848812094,0.32417545932181757,0.6123481781376519,RF,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.7731958762886598,0.8043478260869565,0.9487179487179487,0.8705882352941177,0.7132253711201079,0.00187090739008422,0.002422294694775057,0.5006747638326585,NB,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.7938144329896907,0.8152173913043478,0.9615384615384616,0.8823529411764706,0.7665317139001351,0.09260991580916744,0.11990358739136532,0.5334008097165992,LR,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8247422680412371,0.8426966292134831,0.9615384615384616,0.8982035928143712,0.7209851551956815,0.2876889848812094,0.32417545932181757,0.6123481781376519,kNN,Cross-validation,3,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8020833333333334,0.8222222222222222,0.961038961038961,0.8862275449101796,0.7194121667805878,0.16022099447513816,0.19576281676647275,0.5594668489405331,RF,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8020833333333334,0.8020833333333334,1.0,0.8901734104046243,0.6582365003417634,0.0,0.0,0.5,NB,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8125,0.8241758241758241,0.974025974025974,0.8928571428571428,0.6691729323308271,0.18259224219489134,0.23655353782670033,0.5659603554340397,LR,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.7604166666666666,0.8214285714285714,0.8961038961038961,0.8571428571428571,0.5915926179084074,0.12380952380952381,0.12846125757512813,0.5533151059466849,kNN,Cross-validation,4,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8229166666666666,0.8333333333333334,0.974025974025974,0.8982035928143713,0.7505126452494874,0.24861878453038677,0.303769888085906,0.5922761449077238,RF,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8333333333333334,0.8279569892473119,1.0,0.9058823529411765,0.7334244702665755,0.23123123123123124,0.36156610866311306,0.5789473684210527,NB,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8229166666666666,0.8260869565217391,0.987012987012987,0.8994082840236687,0.8311688311688312,0.20622568093385207,0.2889281045730455,0.5724538619275461,LR,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8125,0.8390804597701149,0.948051948051948,0.8902439024390243,0.747095010252905,0.26342710997442453,0.28870575116496977,0.605604921394395,kNN,Cross-validation,5,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8041237113402062,0.8152173913043478,0.974025974025974,0.8875739644970413,0.7672077922077922,0.17168539325842702,0.2269311379891392,0.562012987012987,RF,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8144329896907216,0.8105263157894737,1.0,0.8953488372093024,0.7357142857142858,0.1499513145082767,0.2846974386589162,0.55,NB,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8041237113402062,0.8085106382978723,0.987012987012987,0.8888888888888888,0.759090909090909,0.12695405021316897,0.20333862561192254,0.5435064935064935,LR,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8247422680412371,0.8488372093023255,0.948051948051948,0.8957055214723927,0.7136363636363636,0.35761589403973515,0.3802828647825097,0.6490259740259741,kNN,Cross-validation,6,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8762886597938144,0.8666666666666667,1.0,0.9285714285714286,0.7682186234817814,0.48404255319148937,0.5650648154097325,0.6842105263157895,RF,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8247422680412371,0.8279569892473119,0.9871794871794872,0.9005847953216375,0.7732793522267206,0.2068302068302068,0.2895628804472521,0.5725371120107963,NB,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8144329896907216,0.8488372093023255,0.9358974358974359,0.8902439024390244,0.7341430499325237,0.2993579454253612,0.3150207504725384,0.6258434547908232,LR,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.7628865979381443,0.8235294117647058,0.8974358974358975,0.8588957055214724,0.6680161943319838,0.12544100352802834,0.13013550297052512,0.5539811066126856,kNN,Cross-validation,7,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8247422680412371,0.8426966292134831,0.9615384615384616,0.8982035928143712,0.7887989203778677,0.2876889848812094,0.32417545932181757,0.6123481781376519,RF,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.8041237113402062,0.8105263157894737,0.9871794871794872,0.8901734104046243,0.7024291497975709,0.060173380928097986,0.11118625675875404,0.5199055330634278,NB,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
0.7835051546391752,0.8202247191011236,0.9358974358974359,0.874251497005988,0.747638326585695,0.12008639308855285,0.13531648302021815,0.5468960863697706,LR,Cross-validation,8,breast,ER+ HER2- vs TNBC,ER+ HER2-,sv,inv,clustering
